Time	Amplitude
 (6.017000000000000000e+04+0.000000000000000000e+00j)	 (-3.556743568337947248e-02+2.398493971245357070e-01j)
 (6.018000000000000000e+04+0.000000000000000000e+00j)	 (-5.773295292034261866e-02+2.354987998441971098e-01j)
 (6.019000000000000000e+04+0.000000000000000000e+00j)	 (-7.939743166229147608e-02+2.291044068219920404e-01j)
 (6.020000000000000000e+04+0.000000000000000000e+00j)	 (-1.003728549026719624e-01+2.207217120660716625e-01j)
 (6.021000000000000000e+04+0.000000000000000000e+00j)	 (-1.204771856269315766e-01+2.104234652337291511e-01j)
 (6.022000000000000000e+04+0.000000000000000000e+00j)	 (-1.395359466367377121e-01+1.982990402715356648e-01j)
 (6.023000000000000000e+04+0.000000000000000000e+00j)	 (-1.573837347667750297e-01+1.844536597797680477e-01j)
 (6.024000000000000000e+04+0.000000000000000000e+00j)	 (-1.738656563518071463e-01+1.690074818329380946e-01j)
 (6.025000000000000000e+04+0.000000000000000000e+00j)	 (-1.888386714867090477e-01+1.520945571812391262e-01j)
 (6.026000000000000000e+04+0.000000000000000000e+00j)	 (-2.021728354129908589e-01+1.338616658829599737e-01j)
 (6.027000000000000000e+04+0.000000000000000000e+00j)	 (-2.137524262583137824e-01+1.144670434642258983e-01j)
 (6.028000000000000000e+04+0.000000000000000000e+00j)	 (-2.234769493418466424e-01+9.407900766104056178e-02j)
 (6.029000000000000000e+04+0.000000000000000000e+00j)	 (-2.312620093293425161e-01+7.287449766171502641e-02j)
 (6.030000000000000000e+04+0.000000000000000000e+00j)	 (-2.370400426688708539e-01+5.103753852705054245e-02j)
 (6.031000000000000000e+04+0.000000000000000000e+00j)	 (-2.407609039508463167e-01+2.875764411421622910e-02j)
 (6.032000000000000000e+04+0.000000000000000000e+00j)	 (-2.423923011031465236e-01+6.228172365842417693e-03j)
 (6.033000000000000000e+04+0.000000000000000000e+00j)	 (-2.419200756447458800e-01-1.635535276312709285e-02j)
 (6.034000000000000000e+04+0.000000000000000000e+00j)	 (-2.393483255653996444e-01-3.879693817654106952e-02j)
 (6.035000000000000000e+04+0.000000000000000000e+00j)	 (-2.346993697650032185e-01-6.090182258039961161e-02j)
 (6.036000000000000000e+04+0.000000000000000000e+00j)	 (-2.280135543611441773e-01-8.247816673624148998e-02j)
 (6.037000000000000000e+04+0.000000000000000000e+00j)	 (-2.193489025457922570e-01-1.033387183557063771e-01j)
 (6.038000000000000000e+04+0.000000000000000000e+00j)	 (-2.087806110298490447e-01-1.233024371872524783e-01j)
 (6.039000000000000000e+04+0.000000000000000000e+00j)	 (-1.964003974454957557e-01-1.421960661918430791e-01j)
 (6.040000000000000000e+04+0.000000000000000000e+00j)	 (-1.823157043703153013e-01-1.598556351712694390e-01j)
 (6.041000000000000000e+04+0.000000000000000000e+00j)	 (-1.666487668805957389e-01-1.761278838006685998e-01j)
 (6.042000000000000000e+04+0.000000000000000000e+00j)	 (-1.495355517263510514e-01-1.908715917146700525e-01j)
 (6.043000000000000000e+04+0.000000000000000000e+00j)	 (-1.311245773346527976e-01-2.039588041038576938e-01j)
 (6.044000000000000000e+04+0.000000000000000000e+00j)	 (-1.115756248814713802e-01-2.152759421854837929e-01j)
 (6.045000000000000000e+04+0.000000000000000000e+00j)	 (-9.105835161855112270e-02-2.247247889106197272e-01j)
 (6.046000000000000000e+04+0.000000000000000000e+00j)	 (-6.975081848945888230e-02-2.322233413533893731e-01j)
 (6.047000000000000000e+04+0.000000000000000000e+00j)	 (-4.783794481290194051e-02-2.377065223847090458e-01j)
 (6.048000000000000000e+04+0.000000000000000000e+00j)	 (-2.550990344452786981e-02-2.411267454540821642e-01j)
 (6.049000000000000000e+04+0.000000000000000000e+00j)	 (-2.960470345210300652e-03-2.424543275778650586e-01j)
 (6.050000000000000000e+04+0.000000000000000000e+00j)	 (1.961465712127760316e-02-2.416777469499151176e-01j)
 (6.051000000000000000e+04+0.000000000000000000e+00j)	 (4.201955856597194144e-02-2.388037429387707411e-01j)
 (6.052000000000000000e+04+0.000000000000000000e+00j)	 (6.405979088860394577e-02-2.338572576034949335e-01j)
 (6.053000000000000000e+04+0.000000000000000000e+00j)	 (8.554407577089044590e-02-2.268812192357421431e-01j)
 (6.054000000000000000e+04+0.000000000000000000e+00j)	 (1.062859597046483529e-01-2.179361698065020447e-01j)
 (6.055000000000000000e+04+0.000000000000000000e+00j)	 (1.261054321478982387e-01-2.070997395506151140e-01j)
 (6.056000000000000000e+04+0.000000000000000000e+00j)	 (1.448304877650287148e-01-1.944659732492011739e-01j)
 (6.057000000000000000e+04+0.000000000000000000e+00j)	 (1.622986191939335410e-01-1.801445140564439662e-01j)
 (6.058000000000000000e+04+0.000000000000000000e+00j)	 (1.783582273841901322e-01-1.642596519542586786e-01j)
 (6.059000000000000000e+04+0.000000000000000000e+00j)	 (1.928699372669143430e-01-1.469492450926384031e-01j)
 (6.060000000000000000e+04+0.000000000000000000e+00j)	 (2.057078073377493210e-01-1.283635233772060791e-01j)
 (6.061000000000000000e+04+0.000000000000000000e+00j)	 (2.167604226558585145e-01-1.086637846867314072e-01j)
 (6.062000000000000000e+04+0.000000000000000000e+00j)	 (2.259318617728849898e-01-8.802099503586965912e-02j)
 (6.063000000000000000e+04+0.000000000000000000e+00j)	 (2.331425292003677652e-01-6.661430483160755978e-02j)
 (6.064000000000000000e+04+0.000000000000000000e+00j)	 (2.383298461908978927e-01-4.462949410022441776e-02j)
 (6.065000000000000000e+04+0.000000000000000000e+00j)	 (2.414487938379529797e-01-2.225736017800133623e-02j)
 (6.066000000000000000e+04+0.000000000000000000e+00j)	 (2.424723037810159187e-01+3.079381417778961775e-04j)
 (6.067000000000000000e+04+0.000000000000000000e+00j)	 (2.413914931251503748e-01+2.287056563489335212e-02j)
 (6.068000000000000000e+04+0.000000000000000000e+00j)	 (2.382157415362315400e-01+4.523471022201994846e-02j)
 (6.069000000000000000e+04+0.000000000000000000e+00j)	 (2.329726098426121716e-01+6.720628234418533908e-02j)
 (6.070000000000000000e+04+0.000000000000000000e+00j)	 (2.257076008497831687e-01+8.859459938911119770e-02j)
 (6.071000000000000000e+04+0.000000000000000000e+00j)	 (2.164837644435609609e-01+1.092140405511351081e-01j)
 (6.072000000000000000e+04+0.000000000000000000e+00j)	 (2.053811504089980977e-01+1.288856577618896770e-01j)
 (6.073000000000000000e+04+0.000000000000000000e+00j)	 (1.924961137137706224e-01+1.474387287113262945e-01j)
 (6.074000000000000000e+04+0.000000000000000000e+00j)	 (1.779404782851754796e-01+1.647122384810514040e-01j)
 (6.075000000000000000e+04+0.000000000000000000e+00j)	 (1.618405665377230518e-01+1.805562769316636507e-01j)
 (6.076000000000000000e+04+0.000000000000000000e+00j)	 (1.443361030740569484e-01+1.948333397161513825e-01j)
 (6.077000000000000000e+04+0.000000000000000000e+00j)	 (1.255790020729316003e-01+2.074195216289927424e-01j)
 (6.078000000000000000e+04+0.000000000000000000e+00j)	 (1.057320488887558418e-01+2.182055919336143290e-01j)
 (6.079000000000000000e+04+0.000000000000000000e+00j)	 (8.496748730354997114e-02+2.270979423365926120e-01j)
 (6.080000000000000000e+04+0.000000000000000000e+00j)	 (6.346552469297479793e-02+2.340193993807327677e-01j)
 (6.081000000000000000e+04+0.000000000000000000e+00j)	 (4.141276807891748624e-02+2.389098942069913245e-01j)
 (6.082000000000000000e+04+0.000000000000000000e+00j)	 (1.900060464150906889e-02+2.417269838724914466e-01j)
 (6.083000000000000000e+04+0.000000000000000000e+00j)	 (-3.576459254329625650e-03+2.424462197002002217e-01j)
 (6.084000000000000000e+04+0.000000000000000000e+00j)	 (-2.612248610301287632e-02+2.410613594635082901e-01j)
 (6.085000000000000000e+04+0.000000000000000000e+00j)	 (-4.844180772321986239e-02+2.375844215641776669e-01j)
 (6.086000000000000000e+04+0.000000000000000000e+00j)	 (-7.034072338579804018e-02+2.320455807334469156e-01j)
 (6.087000000000000000e+04+0.000000000000000000e+00j)	 (-9.162918086768051529e-02+2.244929061613302745e-01j)
 (6.088000000000000000e+04+0.000000000000000000e+00j)	 (-1.121224258418998670e-01+2.149919443268789310e-01j)
 (6.089000000000000000e+04+0.000000000000000000e+00j)	 (-1.316426052900913912e-01+2.036251501495916216e-01j)
 (6.090000000000000000e+04+0.000000000000000000e+00j)	 (-1.500203110212526003e-01+1.904911713990331823e-01j)
 (6.091000000000000000e+04+0.000000000000000000e+00j)	 (-1.670960499019287504e-01+1.757039925725771556e-01j)
 (6.092000000000000000e+04+0.000000000000000000e+00j)	 (-1.827216280375069668e-01+1.593919456715998106e-01j)
 (6.093000000000000000e+04+0.000000000000000000e+00j)	 (-1.967614368924133217e-01+1.416965964607884987e-01j)
 (6.094000000000000000e+04+0.000000000000000000e+00j)	 (-2.090936301870630620e-01+1.227715158765176756e-01j)
 (6.095000000000000000e+04+0.000000000000000000e+00j)	 (-2.196111813579156025e-01+1.027809472464955715e-01j)
 (6.096000000000000000e+04+0.000000000000000000e+00j)	 (-2.282228124030628302e-01+8.189838088769957336e-02j)
 (6.097000000000000000e+04+0.000000000000000000e+00j)	 (-2.348537860525235221e-01+6.030504845259804236e-02j)
 (6.098000000000000000e+04+0.000000000000000000e+00j)	 (-2.394465543879822911e-01+3.818835009112557521e-02j)
 (6.099000000000000000e+04+0.000000000000000000e+00j)	 (-2.419612582830158176e-01+1.574022807788684475e-02j)
 (6.100000000000000000e+04+0.000000000000000000e+00j)	 (-2.423760733291168146e-01-6.844498980047480745e-03j)
 (6.101000000000000000e+04+0.000000000000000000e+00j)	 (-2.406873992454686695e-01-2.936982689882562669e-02j)
 (6.102000000000000000e+04+0.000000000000000000e+00j)	 (-2.369098911285023035e-01-5.164026696272406430e-02j)
 (6.103000000000000000e+04+0.000000000000000000e+00j)	 (-2.310763322700201960e-01-7.346254249630400357e-02j)
 (6.104000000000000000e+04+0.000000000000000000e+00j)	 (-2.232373496476375008e-01-9.464726623928754190e-02j)
 (6.105000000000000000e+04+0.000000000000000000e+00j)	 (-2.134609745564703676e-01-1.150105839675651526e-01j)
 (6.106000000000000000e+04+0.000000000000000000e+00j)	 (-2.018320521954228286e-01-1.343757700950180545e-01j)
 (6.107000000000000000e+04+0.000000000000000000e+00j)	 (-1.884515053316880573e-01-1.525747614094563886e-01j)
 (6.108000000000000000e+04+0.000000000000000000e+00j)	 (-1.734354584340720706e-01-1.694496156312610413e-01j)
 (6.109000000000000000e+04+0.000000000000000000e+00j)	 (-1.569142298760769216e-01-1.848538821369566654e-01j)
 (6.110000000000000000e+04+0.000000000000000000e+00j)	 (-1.390312009554489081e-01-1.986538729511188317e-01j)
 (6.111000000000000000e+04+0.000000000000000000e+00j)	 (-1.199415715449326791e-01-2.107298229767520792e-01j)
 (6.112000000000000000e+04+0.000000000000000000e+00j)	 (-9.981101317404339479e-02-2.209769293943158464e-01j)
 (6.113000000000000000e+04+0.000000000000000000e+00j)	 (-7.881423123065185721e-02-2.293062612092812425e-01j)
 (6.114000000000000000e+04+0.000000000000000000e+00j)	 (-5.713344876095834829e-02-2.356455310542197312e-01j)
 (6.115000000000000000e+04+0.000000000000000000e+00j)	 (-3.495682502581719253e-02-2.399397225474545203e-01j)
 (6.116000000000000000e+04+0.000000000000000000e+00j)	 (-1.247682253884173191e-02-2.421515677633707120e-01j)
 (6.117000000000000000e+04+0.000000000000000000e+00j)	 (1.011146324268013749e-02-2.422618706707789504e-01j)
 (6.118000000000000000e+04+0.000000000000000000e+00j)	 (3.261199707725628838e-02-2.402696737321125542e-01j)
 (6.119000000000000000e+04+0.000000000000000000e+00j)	 (5.482950525548974108e-02-2.361922662176531573e-01j)
 (6.120000000000000000e+04+0.000000000000000000e+00j)	 (7.657117030747202790e-02-2.300650341625745388e-01j)
 (6.121000000000000000e+04+0.000000000000000000e+00j)	 (9.764830439444653620e-02-2.219411532687487199e-01j)
 (6.122000000000000000e+04+0.000000000000000000e+00j)	 (1.178779868605045050e-01-2.118911274168361336e-01j)
 (6.123000000000000000e+04+0.000000000000000000e+00j)	 (1.370846517343070614e-01-2.000021767932479433e-01j)
 (6.124000000000000000e+04+0.000000000000000000e+00j)	 (1.551016114023932579e-01-1.863774809423762169e-01j)
 (6.125000000000000000e+04+0.000000000000000000e+00j)	 (1.717725032307932387e-01-1.711352833134159590e-01j)
 (6.126000000000000000e+04+0.000000000000000000e+00j)	 (1.869526465806177762e-01-1.544078650727677693e-01j)
 (6.127000000000000000e+04+0.000000000000000000e+00j)	 (2.005102984402061805e-01-1.363403970880918692e-01j)
 (6.128000000000000000e+04+0.000000000000000000e+00j)	 (2.123277967767898677e-01-1.170896800470702381e-01j)
 (6.129000000000000000e+04+0.000000000000000000e+00j)	 (2.223025816848034630e-01-9.682278364504146029e-02j)
 (6.130000000000000000e+04+0.000000000000000000e+00j)	 (2.303480854688544355e-01-7.571559665107931159e-02j)
 (6.131000000000000000e+04+0.000000000000000000e+00j)	 (2.363944839362711325e-01-5.395130043652630880e-02j)
 (6.132000000000000000e+04+0.000000000000000000e+00j)	 (2.403893023793158834e-01-3.171877921306236192e-02j)
 (6.133000000000000000e+04+0.000000000000000000e+00j)	 (2.422978709877397219e-01-9.210980777471608483e-03j)
 (6.134000000000000000e+04+0.000000000000000000e+00j)	 (2.421036257392787105e-01+1.337675801018200702e-02j)
 (6.135000000000000000e+04+0.000000000000000000e+00j)	 (2.398082521568158376e-01+3.584840648277633907e-02j)
 (6.136000000000000000e+04+0.000000000000000000e+00j)	 (2.354316706844380713e-01+5.800894144431083949e-02j)
 (6.137000000000000000e+04+0.000000000000000000e+00j)	 (2.290118638093570358e-01+7.966603970459316952e-02j)
 (6.138000000000000000e+04+0.000000000000000000e+00j)	 (2.206045464298511671e-01+1.006317471826029819e-01j)
 (6.139000000000000000e+04+0.000000000000000000e+00j)	 (2.102826823300734671e-01+1.207241100920096871e-01j)
 (6.140000000000000000e+04+0.000000000000000000e+00j)	 (1.981358509579113081e-01+1.397687540529623240e-01j)
 (6.141000000000000000e+04+0.000000000000000000e+00j)	 (1.842694700014920195e-01+1.576003974252522255e-01j)
 (6.142000000000000000e+04+0.000000000000000000e+00j)	 (1.688038805109063345e-01+1.740642857296786361e-01j)
 (6.143000000000000000e+04+0.000000000000000000e+00j)	 (1.518733025056279162e-01+1.890175347079025847e-01j)
 (6.144000000000000000e+04+0.000000000000000000e+00j)	 (1.336246701308795026e-01+2.023303703657179098e-01j)
 (6.145000000000000000e+04+0.000000000000000000e+00j)	 (1.142163564723305408e-01+2.138872552374183056e-01j)
 (6.146000000000000000e+04+0.000000000000000000e+00j)	 (9.381679909634967063e-02+2.235878910965941602e-01j)
 (6.147000000000000000e+04+0.000000000000000000e+00j)	 (7.260303824340694212e-02+2.313480894116704267e-01j)
 (6.148000000000000000e+04+0.000000000000000000e+00j)	 (5.075918036218759338e-02+2.371005019911589240e-01j)
 (6.149000000000000000e+04+0.000000000000000000e+00j)	 (2.847480031769918790e-02+2.407952054781507534e-01j)
 (6.150000000000000000e+04+0.000000000000000000e+00j)	 (5.943296140745483666e-03+2.424001346209988805e-01j)
 (6.151000000000000000e+04+0.000000000000000000e+00j)	 (-1.663978940284198405e-02+2.419013605600877359e-01j)
 (6.152000000000000000e+04+0.000000000000000000e+00j)	 (-3.907846585711996501e-02+2.393032117154806626e-01j)
 (6.153000000000000000e+04+0.000000000000000000e+00j)	 (-6.117799600637548879e-02+2.346282362262313015e-01j)
 (6.154000000000000000e+04+0.000000000000000000e+00j)	 (-8.274658592984426853e-02+2.279170062672845609e-01j)
 (6.155000000000000000e+04+0.000000000000000000e+00j)	 (-1.035970495128271940e-01+2.192277659422315894e-01j)
 (6.156000000000000000e+04+0.000000000000000000e+00j)	 (-1.235484329690596794e-01+2.086359258075500822e-01j)
 (6.157000000000000000e+04+0.000000000000000000e+00j)	 (-1.424275852751636373e-01+1.962334084152562441e-01j)
 (6.158000000000000000e+04+0.000000000000000000e+00j)	 (-1.600706608880722026e-01+1.821278505537738124e-01j)
 (6.159000000000000000e+04+0.000000000000000000e+00j)	 (-1.763245417042559604e-01+1.664416691101286705e-01j)
 (6.160000000000000000e+04+0.000000000000000000e+00j)	 (-1.910481659194879223e-01+1.493109986607850936e-01j)
 (6.161000000000000000e+04+0.000000000000000000e+00j)	 (-2.041137522566118523e-01+1.308845100113364412e-01j)
 (6.162000000000000000e+04+0.000000000000000000e+00j)	 (-2.154079089367918198e-01+1.113221199383129661e-01j)
 (6.163000000000000000e+04+0.000000000000000000e+00j)	 (-2.248326177697286821e-01+9.079360333081225309e-02j)
 (6.164000000000000000e+04+0.000000000000000000e+00j)	 (-2.323060848221787378e-01+6.947711977675227746e-02j)
 (6.165000000000000000e+04+0.000000000000000000e+00j)	 (-2.377634502821586449e-01+4.755766738084318129e-02j)
 (6.166000000000000000e+04+0.000000000000000000e+00j)	 (-2.411573513580775319e-01+2.522547723317320259e-02j)
 (6.167000000000000000e+04+0.000000000000000000e+00j)	 (-2.424583333276215946e-01+2.674362461964192601e-03j)
 (6.168000000000000000e+04+0.000000000000000000e+00j)	 (-2.416551051689055374e-01-1.989996380129610901e-02j)
 (6.169000000000000000e+04+0.000000000000000000e+00j)	 (-2.387546375553620814e-01-4.230158694655913182e-02j)
 (6.170000000000000000e+04+0.000000000000000000e+00j)	 (-2.337821023638413376e-01-6.433609115911655130e-02j)
 (6.171000000000000000e+04+0.000000000000000000e+00j)	 (-2.267806542208587184e-01-8.581224668631773356e-02j)
 (6.172000000000000000e+04+0.000000000000000000e+00j)	 (-2.178110559827628467e-01-1.065436694542220147e-01j)
 (6.173000000000000000e+04+0.000000000000000000e+00j)	 (-2.069511514003014030e-01-1.263504386303789806e-01j)
 (6.174000000000000000e+04+0.000000000000000000e+00j)	 (-1.942951895437531606e-01-1.450606580953630875e-01j)
 (6.175000000000000000e+04+0.000000000000000000e+00j)	 (-1.799530068519770709e-01-1.625119482706993135e-01j)
 (6.176000000000000000e+04+0.000000000000000000e+00j)	 (-1.640490739039276169e-01-1.785528553565399190e-01j)
 (6.177000000000000000e+04+0.000000000000000000e+00j)	 (-1.467214151852046233e-01-1.930441657488369822e-01j)
 (6.178000000000000000e+04+0.000000000000000000e+00j)	 (-1.281204112248245930e-01-2.058601142283263130e-01j)
 (6.179000000000000000e+04+0.000000000000000000e+00j)	 (-1.084074934977288379e-01-2.168894754361353205e-01j)
 (6.180000000000000000e+04+0.000000000000000000e+00j)	 (-8.775374341969463532e-02-2.260365291632241147e-01j)
 (6.181000000000000000e+04+0.000000000000000000e+00j)	 (-6.633840759333226034e-02-2.332218910763147468e-01j)
 (6.182000000000000000e+04+0.000000000000000000e+00j)	 (-4.434734219095388952e-02-2.383832016706190216e-01j)
 (6.183000000000000000e+04+0.000000000000000000e+00j)	 (-2.197139997469443884e-02-2.414756674702316086e-01j)
 (6.184000000000000000e+04+0.000000000000000000e+00j)	 (5.952260473573478842e-04-2.424724497791450051e-01j)
 (6.185000000000000000e+04+0.000000000000000000e+00j)	 (2.315668795451513925e-02-2.413648976090568277e-01j)
 (6.186000000000000000e+04+0.000000000000000000e+00j)	 (4.551718260937260424e-02-2.381626227623980241e-01j)
 (6.187000000000000000e+04+0.000000000000000000e+00j)	 (6.748265096579672551e-02-2.328934164189577771e-01j)
 (6.188000000000000000e+04+0.000000000000000000e+00j)	 (8.886246224104751845e-02-2.256030079498731744e-01j)
 (6.189000000000000000e+04+0.000000000000000000e+00j)	 (1.094710683354504777e-01-2.163546680521917231e-01j)
 (6.190000000000000000e+04+0.000000000000000000e+00j)	 (1.291296141417018761e-01-2.052286596482107428e-01j)
 (6.191000000000000000e+04+0.000000000000000000e+00j)	 (1.476674897685612831e-01-1.923215413149162445e-01j)
 (6.192000000000000000e+04+0.000000000000000000e+00j)	 (1.649238112074833951e-01-1.777453292888426795e-01j)
 (6.193000000000000000e+04+0.000000000000000000e+00j)	 (1.807488165919753365e-01-1.616265253190482531e-01j)
 (6.194000000000000000e+04+0.000000000000000000e+00j)	 (1.950051659322952768e-01-1.441050188048093872e-01j)
 (6.195000000000000000e+04+0.000000000000000000e+00j)	 (2.075691330450142591e-01-1.253328727464023129e-01j)
 (6.196000000000000000e+04+0.000000000000000000e+00j)	 (2.183316793334805772e-01-1.054730040448994266e-01j)
 (6.197000000000000000e+04+0.000000000000000000e+00j)	 (2.271994001000050556e-01-8.469776960428032631e-02j)
 (6.198000000000000000e+04+0.000000000000000000e+00j)	 (2.340953351770225510e-01-6.318747050648869379e-02j)
 (6.199000000000000000e+04+0.000000000000000000e+00j)	 (2.389596368418600847e-01-4.112878724162021687e-02j)
 (6.200000000000000000e+04+0.000000000000000000e+00j)	 (2.417500892187753603e-01-1.871315957244312073e-02j)
 (6.201000000000000000e+04+0.000000000000000000e+00j)	 (2.424424746601666625e-01+3.864874905312794262e-03j)
 (6.202000000000000000e+04+0.000000000000000000e+00j)	 (2.410307839274041242e-01+2.640936908807650987e-02j)
 (6.203000000000000000e+04+0.000000000000000000e+00j)	 (2.375272683470926460e-01+4.872466692310641057e-02j)
 (6.204000000000000000e+04+0.000000000000000000e+00j)	 (2.319623334900570155e-01+7.061710144120486587e-02j)
 (6.205000000000000000e+04+0.000000000000000000e+00j)	 (2.243842752957136422e-01+9.189667552767040448e-02j)
 (6.206000000000000000e+04+0.000000000000000000e+00j)	 (2.148588609319349585e-01+1.123787108440157667e-01j)
 (6.207000000000000000e+04+0.000000000000000000e+00j)	 (2.034687580277682595e-01+1.318854505905792118e-01j)
 (6.208000000000000000e+04+0.000000000000000000e+00j)	 (1.903128172326951917e-01+1.502476021995318711e-01j)
 (6.209000000000000000e+04+0.000000000000000000e+00j)	 (1.755052143286468525e-01+1.673058065702484609e-01j)
 (6.210000000000000000e+04+0.000000000000000000e+00j)	 (1.591744593399593843e-01+1.829120210959607751e-01j)
 (6.211000000000000000e+04+0.000000000000000000e+00j)	 (1.414622812412079378e-01+1.969308044784337242e-01j)
 (6.212000000000000000e+04+0.000000000000000000e+00j)	 (1.225223979415758363e-01+2.092404921807637097e-01j)
 (6.213000000000000000e+04+0.000000000000000000e+00j)	 (1.025191822211971304e-01+2.197342523163188510e-01j)
 (6.214000000000000000e+04+0.000000000000000000e+00j)	 (8.162623519689524154e-02+2.283210128104917191e-01j)
 (6.215000000000000000e+04+0.000000000000000000e+00j)	 (6.002487969792641431e-02+2.349262517884924961e-01j)
 (6.216000000000000000e+04+0.000000000000000000e+00j)	 (3.790258662707855081e-02+2.394926443296972463e-01j)
 (6.217000000000000000e+04+0.000000000000000000e+00j)	 (1.545134796418444305e-02+2.419805599755016634e-01j)
 (6.218000000000000000e+04+0.000000000000000000e+00j)	 (-7.133989467525732840e-03+2.423684066728968856e-01j)
 (6.219000000000000000e+04+0.000000000000000000e+00j)	 (-2.965741501193226021e-02+2.406528181688417090e-01j)
 (6.220000000000000000e+04+0.000000000000000000e+00j)	 (-5.192345529155290712e-02+2.368486832289680155e-01j)
 (6.221000000000000000e+04+0.000000000000000000e+00j)	 (-7.373887065661891005e-02+2.309890164269957358e-01j)
 (6.222000000000000000e+04+0.000000000000000000e+00j)	 (-9.491433224872766750e-02+2.231246716262400565e-01j)
 (6.223000000000000000e+04+0.000000000000000000e+00j)	 (-1.152660651248006846e-01+2.133239006396132065e-01j)
 (6.224000000000000000e+04+0.000000000000000000e+00j)	 (-1.346174431804235683e-01+2.016717608985826860e-01j)
 (6.225000000000000000e+04+0.000000000000000000e+00j)	 (-1.528005220315972190e-01+1.882693772713890101e-01j)
 (6.226000000000000000e+04+0.000000000000000000e+00j)	 (-1.696574965511089550e-01+1.732330644369355077e-01j)
 (6.227000000000000000e+04+0.000000000000000000e+00j)	 (-1.850420704095265267e-01+1.566933174314491806e-01j)
 (6.228000000000000000e+04+0.000000000000000000e+00j)	 (-1.988207257361409575e-01+1.387936791276444815e-01j)
 (6.229000000000000000e+04+0.000000000000000000e+00j)	 (-2.108738818796876968e-01+1.196894944760874963e-01j)
 (6.230000000000000000e+04+0.000000000000000000e+00j)	 (-2.210969332130710563e-01+9.954656231955680279e-02j)
 (6.231000000000000000e+04+0.000000000000000000e+00j)	 (-2.294011569748690693e-01+7.853969648130235126e-02j)
 (6.232000000000000000e+04+0.000000000000000000e+00j)	 (-2.357144832689680725e-01+5.685120861463069386e-02j)
 (6.233000000000000000e+04+0.000000000000000000e+00j)	 (-2.399821205395039347e-01+3.466932598106527152e-02j)
 (6.234000000000000000e+04+0.000000000000000000e+00j)	 (-2.421670310929542880e-01+1.218655788810880589e-02j)
 (6.235000000000000000e+04+0.000000000000000000e+00j)	 (-2.422502525402473739e-01-1.040197503556326841e-02j)
 (6.236000000000000000e+04+0.000000000000000000e+00j)	 (-2.402310623692949509e-01-3.290023422853183277e-02j)
 (6.237000000000000000e+04+0.000000000000000000e+00j)	 (-2.361269842195693469e-01-5.511296455156500240e-02j)
 (6.238000000000000000e+04+0.000000000000000000e+00j)	 (-2.299736358041588324e-01-7.684738884455105667e-02j)
 (6.239000000000000000e+04+0.000000000000000000e+00j)	 (-2.218244197992051969e-01-9.791488097768630272e-02j)
 (6.240000000000000000e+04+0.000000000000000000e+00j)	 (-2.117500603832647155e-01-1.181326028780006754e-01j)
 (6.241000000000000000e+04+0.000000000000000000e+00j)	 (-1.998379894487386788e-01-1.373250913236650494e-01j)
 (6.242000000000000000e+04+0.000000000000000000e+00j)	 (-1.861915878123265311e-01-1.553257807345950758e-01j)
 (6.243000000000000000e+04+0.000000000000000000e+00j)	 (-1.709292880095767686e-01-1.719784487438641707e-01j)
 (6.244000000000000000e+04+0.000000000000000000e+00j)	 (-1.541835464601623296e-01-1.871385720039936418e-01j)
 (6.245000000000000000e+04+0.000000000000000000e+00j)	 (-1.360996939241309600e-01-2.006745804615153173e-01j)
 (6.246000000000000000e+04+0.000000000000000000e+00j)	 (-1.168346742254268988e-01-2.124689992144886130e-01j)
 (6.247000000000000000e+04+0.000000000000000000e+00j)	 (-9.655568218900295596e-02-2.224194680429416870e-01j)
 (6.248000000000000000e+04+0.000000000000000000e+00j)	 (-7.543871261258747185e-02-2.304396297639915159e-01j)
 (6.249000000000000000e+04+0.000000000000000000e+00j)	 (-5.366703286548655388e-02-2.364598797021309484e-01j)
 (6.250000000000000000e+04+0.000000000000000000e+00j)	 (-3.142959237090859476e-02-2.404279697698494256e-01j)
 (6.251000000000000000e+04+0.000000000000000000e+00j)	 (-8.919382775202639932e-03-2.423094619161298702e-01j)
 (6.252000000000000000e+04+0.000000000000000000e+00j)	 (1.366823696494053747e-02-2.420880270074655394e-01j)
 (6.253000000000000000e+04+0.000000000000000000e+00j)	 (3.613723604056664346e-02-2.397655865472938519e-01j)
 (6.254000000000000000e+04+0.000000000000000000e+00j)	 (5.829261307971246586e-02-2.353622960040138157e-01j)
 (6.255000000000000000e+04+0.000000000000000000e+00j)	 (7.994208850338316297e-02-2.289163698921118928e-01j)
 (6.256000000000000000e+04+0.000000000000000000e+00j)	 (1.008977732600768035e-01-2.204837501244619746e-01j)
 (6.257000000000000000e+04+0.000000000000000000e+00j)	 (1.209777994567207554e-01-2.101376205140832176e-01j)
 (6.258000000000000000e+04+0.000000000000000000e+00j)	 (1.400078987346199677e-01-1.979677716385961628e-01j)
 (6.259000000000000000e+04+0.000000000000000000e+00j)	 (1.578229146915366143e-01-1.840798215797341819e-01j)
 (6.260000000000000000e+04+0.000000000000000000e+00j)	 (1.742682362246697203e-01-1.685942993004970469e-01j)
 (6.261000000000000000e+04+0.000000000000000000e+00j)	 (1.892011393543563957e-01-1.516455986153921187e-01j)
 (6.262000000000000000e+04+0.000000000000000000e+00j)	 (2.024920258837669407e-01-1.333808118314609992e-01j)
 (6.263000000000000000e+04+0.000000000000000000e+00j)	 (2.140255481441850072e-01-1.139584531828934516e-01j)
